Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
507	749.0	420.94363	991.0	-401.0	230.2381	198.83386	3.0517578e-05	198.83383	198.83383	2540000	-1.0356903e-07	70298.625	0.0010070609	-5172.332	0.12806113	0.013280127	0.0464	29.0	1374.1281340122223
508	787.087	353.4258	999.0	-226.0	198.69565	154.30576	1.7185651	154.3836	79.26903	2545000	-8.468628e-08	72290.84	-0.0017776452	-1784.3594	0.13685496	0.007093315	0.0582	10.0	1376.6007180213928
509	810.2857	343.47363	997.0	-446.0	170.14285	152.77368	0.46740985	152.78073	119.794106	2550000	6.055832e-09	91703.555	-0.004990126	-751.47656	0.12785958	0.018461088	0.0582	12.0	1379.2126829624176
510	849.97144	303.83844	999.0	-360.0	136.34285	161.70624	1.3531033	161.75731	124.72446	2555000	4.029274e-07	111671.734	-0.002867303	-1697.1562	0.18350323	0.009457448	0.0304	9.0	1382.9138338565826
511	771.7727	369.58218	995.0	-30.0	224.5	162.08238	16.996393	166.34671	92.953316	2560000	-3.2138825e-08	71655.31	-0.0038912129	-921.21875	0.074554116	0.002871775	0.022	79.0	1385.8888597488403
512	692.0	402.60263	999.0	-3.0	303.6875	150.49048	10.223736	152.61339	63.5098	2565000	3.8394927e-07	54539.336	-0.0033858998	-1499.6172	0.042747237	-0.0005320636	0.0144	79.0	1388.8220977783203
513	684.7222	490.02563	991.0	-462.0	265.94446	149.06053	0.0	149.06053	149.06053	2570000	1.9073486e-08	65274.88	-0.002991939	-354.91797	0.1445888	0.004629465	0.0346	5.0	1391.3583588600159
514	705.7368	455.7775	999.0	-483.0	261.57895	145.19641	3.0517578e-05	145.19644	145.19644	2575000	-3.080368e-08	58622.707	0.0012975928	-379.51953	0.16876017	0.029203467	0.0816	2.0	1393.8289530277252
515	703.0	400.7186	999.0	-15.0	289.11765	141.12292	3.0530544e-05	141.1229	141.12286	2580000	1.531601e-07	50090.98	-0.0046184766	-278.6875	0.06658679	0.00875376	0.0322	79.0	1396.843220949173
516	771.7826	358.51334	999.0	-115.0	217.0	137.43288	1.4453223e-05	137.43288	137.43286	2585000	-8.010864e-08	74222.836	-0.0020127802	-25.289062	0.19546163	0.023289066	0.0764	8.0	1399.3722097873688
517	812.61536	370.17108	993.0	-324.0	162.3077	138.37476	1.5258789e-05	138.37474	138.37474	2590000	1.7333031e-08	83987.875	-0.0004378293	-0.2890625	0.29004282	0.005804728	0.0344	2.0	1401.8526408672333
518	820.73334	322.3232	983.0	-224.0	162.23334	138.58035	1.5258789e-05	138.58037	138.58037	2595000	9.021759e-08	106652.07	-4.969921e-05	-1139.4531	0.23504712	0.01650621	0.078	5.0	1404.3928418159485
519	887.275	213.02734	999.0	-2.0	107.525	145.55344	1.5258789e-05	145.55342	145.55342	2600000	-2.924919e-07	127030.4	-0.018794978	-2702.0156	0.07315802	0.08356032	0.17	36.0	1407.099946975708
520	769.4762	333.13242	988.0	-1.0	218.38095	156.09987	1.5258789e-05	156.09988	156.09988	2605000	3.57008e-07	65577.38	-0.0060871	6.015625	0.04991361	0.018906066	0.0202	61.0	1411.0518550872803
521	632.5333	527.28534	995.0	-561.0	303.46667	156.93828	1.5258789e-05	156.9383	156.9383	2610000	-1.8148422e-07	57272.4	-0.0054290397	-933.1328	0.12710981	0.023205351	0.0738	23.0	1413.6041388511658
522	839.5484	279.66962	990.0	-10.0	157.2258	151.04228	0.0	151.04228	151.04228	2615000	1.531601e-07	101822.34	-0.0057925093	-814.7422	0.09485123	0.020559805	0.0156	15.0	1416.2503638267517
523	752.1579	401.97043	999.0	-320.0	225.47368	156.13501	3.0517578e-05	156.13504	156.13504	2620000	-3.256798e-08	59400.46	-0.002988632	-299.25	0.139955	0.023937719	0.1486	13.0	1418.7513988018036
524	667.25	426.64938	977.0	-223.0	312.1875	153.17238	1.5258789e-05	153.1724	153.1724	2625000	5.636215e-08	57355.39	-0.0068702926	-238.28906	0.19916902	0.18548027	0.2066	12.0	1421.2911908626556
525	632.6429	519.0313	997.0	-291.0	314.0	149.97937	0.0	149.97937	149.97937	2630000	1.5573501e-07	48914.125	0.0016740048	-1309.0938	0.26505205	0.018842397	0.126	4.0	1423.6701219081879
526	490.0	533.8279	991.0	-252.0	464.22223	142.91286	1.5258789e-05	142.91287	142.91287	2635000	-2.4080277e-08	30482.72	0.009613912	-12600.504	0.32886022	0.072414786	0.1708	1.0	1426.1801309585571
527	611.6923	464.64853	981.0	-167.0	361.46155	49.9242	5.3947964e-08	49.9242	49.924194	2640000	3.95298e-08	41835.61	0.00019827455	-244.91406	0.31643578	0.008942839	0.0784	2.0	1428.7762689590454
528	736.8823	408.14587	986.0	-239.0	238.76471	57.601925	4.5223073e-06	57.601933	57.601753	2645000	9.803772e-08	67696.16	0.0002718585	-412.77344	0.2140231	0.009896483	0.0568	10.0	1431.2505059242249
529	815.3333	337.3577	996.0	-152.0	172.25	61.501713	3.8146973e-06	61.501717	61.501717	2650000	-2.1648408e-08	87173.945	-0.0029807824	-984.46875	0.19132239	0.031214667	0.2852	7.0	1433.7193970680237
530	645.0769	456.15274	996.0	-93.0	342.15384	67.6347	0.0	67.6347	67.6347	2655000	1.1005402e-07	38125.3	-0.0009893496	3.1601562	0.15677936	0.018959576	0.0434	11.0	1437.4131240844727
531	810.03845	324.1954	993.0	-197.0	165.96153	67.9646	0.0	67.9646	67.9646	2660000	-7.6293943e-10	96064.47	-0.004627838	-1445.6172	0.39741698	0.015575314	0.0722	7.0	1439.9801766872406
532	711.4737	468.88394	987.0	-261.0	246.1579	56.360508	37.466366	75.09256	-18.617863	2665000	-1.1062622e-08	63860.86	0.009022765	-629.4883	0.48989463	0.031061927	0.1318	1.0	1442.480073928833
533	714.6316	488.68954	997.0	-346.0	235.94737	87.78272	0.0	87.78272	87.78272	2670000	1.6975402e-08	52521.06	0.002020649	-108.94531	0.6085155	0.004256056	0.0398	1.0	1444.9687049388885
534	818.1111	361.2971	999.0	-403.0	159.51852	85.85904	0.0	85.85904	85.85904	2675000	-8.773804e-09	84120.38	2.5926636e-05	-298.77344	0.292509	0.0020027054	0.0198	5.0	1447.5392708778381
535	740.5	387.1219	988.0	-115.0	247.95	89.09117	7.6293945e-06	89.09116	89.09116	2680000	2.0046234e-07	72485.71	-0.0033070513	-1526.7188	0.15015039	0.021040995	0.068	18.0	1450.1911008358002
536	620.73334	486.83664	980.0	-283.0	332.0	117.09605	7.6293945e-06	117.096054	117.096054	2685000	1.2283326e-07	49072.23	-0.0032929848	-311.23828	0.44301078	0.021634124	0.0194	4.0	1452.8144109249115
537	730.0952	442.62192	999.0	-380.0	232.66667	113.59309	0.007250827	113.59334	113.364685	2690000	1.7511844e-07	62177.906	-0.0034422618	-51.789062	0.3366886	0.029187009	0.143	11.0	1455.422935962677
538	780.6667	364.42288	998.0	-226.0	202.61905	111.2609	6.1518135	111.9273	23.904757	2695000	3.1895638e-07	62684.3	-0.0020741762	-2053.211	0.21066709	0.019449674	0.067	5.0	1457.8849158287048
539	795.2222	390.17587	998.0	-394.0	180.55556	114.04725	7.6293945e-06	114.04724	114.04724	2700000	-1.0266304e-07	86932.734	0.005266971	-132.1875	0.34793812	0.05161167	0.1718	3.0	1460.3967337608337
540	576.6667	532.2641	998.0	-328.0	367.25	116.5917	7.6293945e-06	116.591705	116.59169	2705000	2.4037362e-07	41727.03	-0.0016389573	-649.4883	0.5246379	0.010629792	0.1424	4.0	1463.9144399166107
541	889.72	186.56065	999.0	-149.0	98.18	111.34405	0.1500203	111.346954	101.37749	2710000	4.377365e-08	174412.98	-0.0050151693	-38761.344	0.26654288	0.012832596	0.0752	40.0	1466.6729488372803
542	775.1852	421.7116	993.0	-423.0	176.7037	200.5349	1.5258789e-05	200.53488	200.53488	2715000	3.3569336e-08	88403.516	0.0064623384	-664.7969	0.5593176	0.051825482	0.1454	10.0	1469.216992855072
543	818.37036	333.89444	999.0	-261.0	164.33333	190.30331	5.0494103	191.05305	156.20639	2720000	1.0242462e-07	84747.97	-0.004368889	-458.85938	0.31689537	0.017690988	0.0718	24.0	1471.8728349208832
544	836.5769	270.52475	998.0	-10.0	156.26923	189.93962	0.07998954	189.94624	188.97252	2725000	-3.1757356e-08	77545.14	0.010542322	-439.75	0.18718377	0.09929877	0.1666	6.0	1474.4559729099274
545	721.8	443.88858	999.0	-309.0	244.15	177.27124	0.0001488238	177.27122	177.26077	2730000	2.1944047e-07	65690.38	-0.00021905375	-3509.8594	0.29573876	0.01907241	0.1598	6.0	1476.96737408638
546	759.28	414.46143	996.0	-472.0	198.2	142.9793	0.0	142.9793	142.9793	2735000	6.108284e-08	84367.34	0.0132066505	-24.382812	0.26673186	0.22881469	0.335	2.0	1479.642332792282
547	527.5	543.5346	990.0	-308.0	419.6	143.739	1.4266764e-05	143.739	143.73897	2740000	-4.7016144e-08	36526.758	0.010296095	-1362.4141	0.33191252	0.13663179	0.246	1.0	1482.1159768104553
548	667.5714	413.49234	991.0	-243.0	303.14285	137.22142	6.929574e-05	137.2214	137.21664	2745000	1.2760162e-07	48841.543	0.006566679	-163.84766	0.29163226	0.056381505	0.2328	1.0	1484.4961550235748
549	430.66666	579.6012	999.0	-422.0	479.77777	134.50478	0.0	134.50478	134.50478	2750000	7.133484e-08	35274.246	0.007235538	-5276.4023	0.27874058	0.053318653	0.1774	1.0	1486.8676228523254
550	731.2	436.7401	975.0	-383.0	228.75	101.69954	0.011902368	101.69992	101.269844	2755000	1.7123223e-07	73377.14	0.02071839	-6.65625	0.16987725	0.1329049	0.124	2.0	1490.497457742691
551	703.0	447.93527	996.0	-244.0	278.625	101.972755	7.6293945e-06	101.97275	101.97275	2760000	-8.5926054e-08	43900.73	0.0035302513	-146.6875	0.23438004	0.013712799	0.1366	3.0	1493.066241979599
552	716.4706	449.60745	998.0	-195.0	261.70587	99.74674	0.93812746	99.796555	77.91578	2765000	-9.059906e-09	47410.953	0.004729919	-2693.379	0.26934624	0.042697046	0.0936	1.0	1495.5415930747986
553	728.2857	426.16428	986.0	-213.0	237.33333	68.4238	13.157294	96.47252	59.531174	2770000	-2.2268296e-08	71171.63	0.003052071	-3929.5938	0.45708072	0.015430722	0.1428	1.0	1498.0301218032837
554	626.3077	484.98538	976.0	-457.0	328.07693	75.58863	36.32096	102.50924	25.4601	2775000	4.2915342e-09	43269.63	0.0015427559	-360.52344	0.26591012	0.039857026	0.1384	12.0	1500.6043560504913
555	790.2381	340.9527	998.0	-51.0	197.28572	69.41678	38.14548	102.71904	24.735498	2780000	2.6721955e-07	67855.06	0.00021415109	-1103.3203	0.2175418	0.0008663441	0.0054	1.0	1503.1708977222443
556	168.66667	569.5067	979.0	-421.0	683.0	63.99949	38.940514	107.02749	27.779758	2785000	-1.1587143e-08	14422.343	0.0033929483	-3978.287	0.3818478	0.017249567	0.1064	1.0	1505.6815428733826
557	779.32	354.86218	993.0	-167.0	197.52	20.700397	15.593851	35.730404	3.481679	2790000	7.429123e-08	96877.59	-0.0021461628	-14312.844	0.37661505	0.005916075	0.0604	10.0	1508.2762939929962
558	662.1875	482.8542	999.0	-330.0	297.125	76.584915	29.61276	92.78818	16.640835	2795000	6.465912e-08	48356.33	0.0010161861	-157.59375	0.22987822	0.010652337	0.0464	4.0	1510.7126739025116
559	553.9091	548.5998	994.0	-436.0	388.18182	71.92425	32.99531	93.79621	12.838904	2800000	7.333755e-08	29853.76	-0.004019104	-1908.5078	0.22983018	0.004243396	0.0234	8.0	1513.159173965454
560	687.3889	507.53436	989.0	-390.0	254.05556	19.271002	24.967924	85.53859	9.812082	2805000	-2.965927e-08	50961.176	0.00058784935	-2230.2578	0.6084208	0.0050457404	0.0782	2.0	1516.6119887828827
561	767.7826	444.78085	985.0	-385.0	179.30435	38.678364	44.133244	98.81287	4.722377	2810000	2.9945372e-08	73124.8	0.012853707	-7100.3047	0.385643	0.03551899	0.2604	1.0	1519.0707108974457
562	668.9375	478.566	992.0	-208.0	291.0625	33.710938	49.54124	138.36023	6.7619753	2815000	-9.155274e-09	36670.258	0.0014200836	-1912.6914	0.46424395	0.051120225	0.1488	1.0	1521.4574220180511
563	542.1818	536.10596	990.0	-336.0	400.72726	128.27357	53.17918	155.09685	8.209797	2820000	1.2969971e-08	40038.395	-0.00022605014	-8649.664	0.23413345	0.01999218	0.1514	5.0	1523.8673348426819
564	826.4483	351.7824	997.0	-285.0	151.48276	45.747627	37.14189	86.14195	4.0099754	2825000	1.3208389e-08	95870.09	0.0013712246	-7022.4688	0.4379463	0.01579939	0.078	3.0	1526.3399679660797
565	678.73334	454.74655	996.0	-138.0	302.46667	67.773	45.149982	106.06766	10.482645	2830000	-8.363724e-08	35993.32	-0.0031901663	-61.683594	0.30409783	0.024493063	0.1754	16.0	1528.9702129364014
566	703.41174	472.50247	992.0	-397.0	250.41176	51.170593	38.961292	108.011894	10.742218	2835000	-2.8038025e-08	44998.684	0.006087632	-4601.5234	0.509458	0.02007392	0.096	8.0	1531.4285218715668
567	578.25	495.66336	982.0	-276.0	378.33334	102.86001	54.99873	146.88763	10.136546	2840000	-6.9785116e-08	39772.57	0.0016531228	-2282.1992	0.26893422	0.0071995095	0.0586	2.0	1533.863793849945
568	748.6667	431.02362	999.0	-258.0	226.0	72.459366	54.38555	124.418976	6.670705	2845000	-6.732941e-08	57068.76	-0.0017312301	-3201.8555	0.36657012	0.015967347	0.1678	8.0	1536.4212529659271
569	712.5455	493.14008	995.0	-402.0	224.40909	123.195625	47.15684	145.98964	14.174285	2850000	-2.2125244e-08	66479.28	0.03531933	-12263.27	0.49830097	0.20771705	0.4854	11.0	1539.0083889961243
570	431.0	547.5144	999.0	-272.0	513.125	72.57218	64.65052	149.8898	6.458089	2855000	7.390976e-08	16898.084	-0.0002459322	-4288.369	0.33157665	0.43714386	0.1676	1.0	1542.5478019714355
571	733.4	407.541	994.0	-284.0	249.7	36.5239	21.669506	49.095963	-2.0180097	2860000	2.298832e-07	75683.69	0.010615505	-7438.3906	0.26179478	0.09407579	0.1086	1.0	1545.038076877594
572	514.0	514.0763	975.0	-246.0	438.9	87.25465	32.726906	101.97157	14.374805	2865000	-9.536743e-08	32485.287	-0.003621328	-235.5664	0.23453464	0.0081870435	0.0354	79.0	1547.9944508075714
573	736.1053	423.39627	988.0	-288.0	246.3158	94.7756	16.071747	98.7858	30.241642	2870000	3.2229423e-07	62433.824	-0.006427762	-1733.0898	0.17564338	0.004676764	0.027	79.0	1550.9464271068573
574	781.26086	366.93765	991.0	-42.0	214.60869	49.289047	38.346413	99.4655	11.09307	2875000	1.6975402e-08	69117.37	-0.005859471	-10311.094	0.16555385	0.017687803	0.0442	20.0	1553.3924908638
575	708.7222	455.14255	997.0	-383.0	236.11111	117.67456	48.478413	141.60059	17.052242	2880000	6.866455e-09	57109.555	-0.003087002	-758.375	0.3350699	0.017285846	0.0708	6.0	1555.7990219593048
576	654.4667	496.30396	991.0	-245.0	301.26666	50.198368	54.31652	128.07846	4.584546	2885000	-6.5803527e-09	39470.344	-0.0011583704	-1244.7031	0.5289815	0.012835935	0.1022	5.0	1558.2941780090332
577	285.2857	589.4532	997.0	-361.0	586.4286	62.818317	58.377155	129.95494	4.044246	2890000	2.8038025e-08	16059.609	-0.005447261	-4238.2764	0.5896605	0.025733182	0.2464	15.0	1560.7843539714813
578	759.9	391.24277	996.0	-235.0	209.15	25.88382	30.676819	64.13179	-0.31514502	2895000	-2.7370453e-08	74672.59	-0.0060100206	-9992.516	0.53135157	0.0071757897	0.0532	79.0	1563.8001799583435
579	814.5769	334.92804	998.0	-231.0	171.8077	82.95145	40.46031	109.282074	15.915946	2900000	-4.0626524e-08	76230.89	-0.0031490775	-2332.5547	0.2517208	0.0118533885	0.0836	10.0	1566.3120748996735
580	637.2857	490.21637	991.0	-306.0	322.57144	101.86304	42.54698	125.70147	20.55567	2905000	-9.8896024e-08	44412.02	-0.0001660451	-2854.9688	0.2944485	0.038589604	0.2066	3.0	1569.9828147888184
581	598.6923	484.64078	999.0	-186.0	361.30768	41.033504	42.439804	113.03078	9.253847	2910000	-2.670288e-09	28406.748	-0.003409028	-1361.6152	0.4293589	0.009693498	0.0566	62.0	1572.8609189987183
582	554.25	533.37195	989.0	-343.0	378.41666	92.67904	48.118	124.19525	-0.8248496	2915000	-1.1634826e-08	39214.77	-0.00066263153	-3600.9102	0.3611121	0.0047311247	0.0612	4.0	1575.276018857956
583	848.3333	274.60822	999.0	0.0	146.87878	74.509026	32.250484	112.89808	-3.1107354	2920000	4.0006636e-08	103448.086	-0.008462752	-8668.68	0.10122426	0.017036974	0.0392	43.0	1578.0617787837982
584	747.7895	387.7518	997.0	-248.0	224.94737	119.729576	32.657333	142.89336	71.047646	2925000	-5.5122374e-08	59890.188	-0.0020942176	-7659.0664	0.4002836	0.028646264	0.146	14.0	1580.634486913681
585	777.0741	407.33987	999.0	-419.0	184.96297	107.377014	60.79988	161.08818	38.41565	2930000	1.3923645e-08	76793.69	0.004501988	-4440.1016	0.40041193	0.036016203	0.1818	1.0	1583.088455915451
586	775.04	351.6963	999.0	-286.0	195.56	120.922676	78.78191	189.97751	30.973183	2935000	-9.040833e-08	73716.414	0.003933615	-8050.7656	0.373588	0.029812409	0.0796	4.0	1585.5625579357147
587	631.4	463.30704	972.0	-280.0	332.33334	191.32402	76.04334	229.34567	39.232914	2940000	8.5830685e-09	57729.664	-0.0023337484	-6146.9023	0.30188403	0.009319702	0.0344	27.0	1588.1839489936829
588	572.3077	507.8986	995.0	-272.0	368.6154	99.452736	56.149025	144.10678	28.80503	2945000	-1.9645691e-08	37670.7	0.001047946	-587.7461	0.45713696	0.018944012	0.087	1.0	1590.6242427825928
589	712.8889	411.93756	998.0	-180.0	274.6111	117.97077	13.491331	119.95968	15.524826	2950000	-3.3843516e-08	57326.54	0.0062304074	-114.25781	0.21209456	0.026208289	0.1416	5.0	1593.1219289302826
590	676.6429	417.9143	993.0	-310.0	298.57144	90.72639	34.924633	109.85853	26.964796	2955000	-7.305145e-08	51506.367	0.0052063107	-736.40234	0.34949473	0.03816076	0.085	2.0	1596.8347709178925
591	532.7	521.4898	999.0	-240.0	426.2	73.79525	50.227333	127.67632	15.683037	2960000	9.03368e-08	22769.521	-0.0038463932	-1543.7676	0.36179495	0.010912668	0.0678	79.0	1599.6529638767242
592	706.375	429.79062	999.0	-253.0	252.625	43.052338	34.36294	83.82805	12.509762	2965000	9.250641e-09	51136.57	-7.9530095e-05	-8541.113	0.53415954	0.019724581	0.1268	7.0	1602.187639951706
593	723.15	435.07266	994.0	-264.0	245.55	118.452774	84.672485	189.69957	17.648396	2970000	-3.4332275e-09	45311.22	-0.004871904	-1124.043	0.3868332	0.015248753	0.155	54.0	1604.9192159175873
594	701.05554	429.98508	998.0	-349.0	273.5	156.13147	22.259548	159.23021	-6.472723	2975000	1.2316704e-07	62625.844	0.015442527	-3046.746	0.12477118	0.16231841	0.1966	3.0	1607.2816789150238
595	705.93335	408.08487	999.0	-26.0	289.73334	113.99855	7.6293945e-06	113.99854	113.99854	2980000	1.9025802e-07	45302.344	-0.020911051	-975.4961	0.04377393	0.27822432	0.2084	6.0	1609.7635157108307
596	607.4167	447.30164	959.0	-295.0	354.25	64.83421	36.1875	82.37188	-10.159847	2985000	-5.9986114e-08	39986.266	0.017934069	-351.57812	0.20333745	0.028145501	0.0726	3.0	1612.1349408626556
597	697.35297	436.30075	987.0	-213.0	279.82352	101.696724	4.4396334	101.87447	-9.218939	2990000	-2.5558471e-08	58306.305	0.0102185	0.01171875	0.26451108	0.040799797	0.1114	2.0	1614.5393657684326
598	688.1667	469.5173	998.0	-373.0	270.77777	101.21313	7.745706	101.77631	-9.303541	2995000	-1.3160705e-08	55517.926	0.011494341	-87.13672	0.31685287	0.02786958	0.2516	2.0	1616.98916888237
599	780.3333	377.4227	994.0	-206.0	208.0	72.530716	40.556225	92.65809	-9.290808	3000000	-1.6627311e-07	78159.555	-0.002212449	-5233.5234	0.18389459	0.017680705	0.0948	11.0	1619.6309728622437
600	733.8	410.17065	988.0	-220.0	248.05	126.48277	69.54432	161.58298	-14.142448	3005000	-6.9141386e-09	64560.258	0.0013123039	-20.175781	0.29602265	0.038494427	0.195	3.0	1623.4703950881958
601	795.05	336.1198	990.0	-5.0	202.45	161.97328	1.5275564e-05	161.97327	161.97324	3010000	-1.2841225e-07	73451.46	-0.02452948	-62.453125	0.029442756	1.102925	0.1966	32.0	1626.126933813095
602	686.8125	406.27567	979.0	-5.0	311.8125	152.34262	27.826056	159.3893	-20.524036	3015000	7.0939063e-07	54424.22	0.012199438	-2728.0664	0.04945122	0.01919507	0.0358	8.0	1628.6913347244263
603	652.2941	531.26807	999.0	-368.0	274.2353	111.94431	0.00018151848	111.94441	111.943726	3020000	3.399849e-08	57283.02	-0.00027022595	-1780.7734	0.47031757	0.0058558616	0.049	2.0	1631.1006979942322
604	768.73914	407.8634	995.0	-333.0	190.91304	20.23127	46.261513	67.86243	-25.96686	3025000	-1.039505e-08	76603.734	-0.0016835489	-8103.25	0.4425628	0.07381336	0.0866	3.0	1633.4334037303925
605	716.3889	440.87122	991.0	-336.0	259.44446	69.0981	58.184647	113.697464	-6.8247013	3030000	1.411438e-08	54218.035	0.02579611	-1641.6719	0.36609554	0.44487032	0.1466	2.0	1635.8680548667908
606	783.6957	375.1354	994.0	-122.0	209.47826	125.4735	58.388977	150.90921	-8.876386	3035000	4.119873e-08	69695.484	0.00047422122	-68.74219	0.12404636	0.016776307	0.0618	16.0	1638.4317407608032
607	750.4286	405.80225	987.0	-263.0	233.2381	85.5072	78.93264	151.52962	-8.867636	3040000	-1.1920929e-08	55993.637	-0.008381944	-416.47266	0.2544099	0.01579148	0.042	42.0	1641.2079920768738
608	757.0	416.55145	991.0	-457.0	216.04347	131.6797	65.26207	164.47278	1.7708564	3045000	5.1498414e-09	69828.87	-0.0048137093	-393.89062	0.14080425	0.013295747	0.112	7.0	1643.6821370124817
609	748.0455	418.48877	995.0	-315.0	226.72728	130.94939	72.906166	168.58385	-10.287289	3050000	-3.1251906e-07	70195.08	-0.004333683	-1198.2422	0.2671807	0.031257782	0.207	25.0	1646.4955530166626
610	800.3461	364.26544	987.0	-412.0	174.65384	131.16237	65.082756	160.95967	-11.148449	3055000	4.9877166e-08	86748.16	0.0027974222	-12382.922	0.49541953	0.015287619	0.1202	8.0	1650.5883929729462
611	761.4762	373.53506	995.0	-2.0	236.95238	210.30846	8.590199	210.69232	12.262944	3060000	-4.3010712e-07	70552.24	-0.0044958727	-6288.3438	0.041308496	0.026575666	0.0088	19.0	1653.8742649555206
612	790.7037	397.46967	990.0	-369.0	185.18518	93.62805	45.053417	129.89305	37.57133	3065000	-4.1332245e-07	83713.36	0.0067974725	-5318.2266	0.372913	0.0405736	0.1538	3.0	1656.3427908420563
613	754.375	439.03168	995.0	-472.0	208.0	140.98946	62.097195	173.37189	21.91029	3070000	7.9154965e-08	75695.266	0.026666777	-199.65625	0.35363373	0.11486403	0.498	2.0	1658.7162878513336
614	660.125	454.04373	991.0	-395.0	308.8125	166.55106	15.327609	168.04414	9.203606	3075000	1.11198425e-07	60040.02	0.024319263	-3245.3438	0.1580916	0.095392786	0.187	1.0	1661.203931093216
615	588.2308	524.3283	997.0	-336.0	351.23077	110.24925	8.269314	110.902405	5.538717	3080000	2.3288727e-07	41582.336	0.0024124614	-3171.3086	0.39977857	0.009307521	0.1968	1.0	1663.8547508716583
616	658.6875	476.3634	983.0	-310.0	299.6875	37.62316	23.331259	54.47886	5.054376	3085000	-4.2486192e-08	58006.215	0.0025815151	-1996.543	0.3888409	0.019745493	0.0728	1.0	1666.4136729240417
617	681.625	443.68652	988.0	-203.0	296.8125	43.643448	31.488653	73.98372	10.924456	3090000	-1.502514e-07	55777.477	0.00059870916	-5571.3203	0.25433344	0.018988742	0.1788	4.0	1668.8946647644043
618	750.65216	404.08023	990.0	-440.0	216.69565	121.324615	50.578228	145.8054	16.573763	3095000	3.862381e-09	70035.34	0.0016981876	-622.125	0.27754447	0.021277322	0.1838	5.0	1671.452808856964
619	774.65216	384.2864	997.0	-113.0	215.69565	124.7143	60.12507	156.41475	10.641229	3100000	8.125305e-08	53831.09	-0.0064214915	-414.46875	0.16894282	0.025183598	0.036	48.0	1674.1915440559387
620	698.4211	433.68503	985.0	-344.0	249.0	68.02553	65.78215	137.50076	4.6841135	3105000	-4.005432e-08	58064.242	-0.0021686633	-2877.2422	0.5123556	0.01370549	0.1212	6.0	1677.955267906189
621	628.4167	449.43103	997.0	-15.0	368.08334	135.3432	45.291786	151.7509	10.31147	3110000	-1.2979507e-07	37426.926	-0.004590638	-5651.6367	0.1180426	0.0180072	0.0234	9.0	1680.6068289279938
622	738.2857	413.23715	998.0	-372.0	236.42857	65.37567	4.333886	65.68802	3.3861828	3115000	-4.148483e-08	73984.664	0.00013244263	-3289.25	0.14131258	0.008496428	0.1072	17.0	1683.2414269447327
623	843.8182	285.242	996.0	-44.0	151.33333	111.8833	0.0005352017	111.883316	111.84672	3120000	2.9993057e-08	102335.8	0.0010531382	-6463.7812	0.11409549	0.014682405	0.0572	10.0	1685.7918729782104
624	871.51166	230.08456	997.0	-135.0	114.558136	126.0383	51.402138	154.82632	33.187916	3125000	5.5217743e-08	125557.22	-0.0017636473	-23208.844	0.28960755	0.022159362	0.0668	3.0	1688.2531638145447
625	884.5	223.57538	997.0	-97.0	108.975	236.9996	1.5258789e-05	236.99962	236.99962	3130000	-6.23703e-08	109661.03	-0.0027276038	-1349.7734	0.13934924	0.004852694	0.0166	11.0	1690.8458638191223
626	743.2273	425.77106	992.0	-352.0	225.77272	205.67915	77.50011	256.37314	86.50908	3135000	3.590584e-08	71486.0	-0.0020372833	-4488.4375	0.32104895	0.0098165665	0.0488	21.0	1693.4064917564392
627	734.45	409.4471	998.0	-160.0	247.35	153.78856	67.57905	211.58261	74.76329	3140000	1.1138916e-07	53264.543	-0.0061446223	-697.8242	0.33634633	0.021989075	0.0742	37.0	1695.984069108963
628	727.9	430.0329	999.0	-397.0	248.5	160.60782	44.45298	182.87514	71.654945	3145000	2.734661e-07	58171.547	-0.006532317	-1269.6445	0.19976372	0.019373337	0.0842	26.0	1698.4968748092651
629	840.96295	300.4633	997.0	-1.0	156.40741	150.10397	11.022145	151.57883	67.102684	3150000	-1.4510155e-07	84129.68	-0.0063524074	-1323.8672	0.038413994	0.022905886	0.0104	12.0	1701.1488649845123
630	767.25	396.99393	996.0	-281.0	203.2	150.4169	36.149128	167.39024	69.44492	3155000	1.3570785e-07	64521.547	0.004523544	-2602.3281	0.38710165	0.01971296	0.1038	2.0	1704.9659790992737
631	892.95917	199.35805	999.0	-7.0	102.04082	165.95631	2.7811697	166.04689	52.34943	3160000	4.450798e-07	141027.4	-0.007074896	-18800.5	0.11889268	0.015536899	0.0548	61.0	1707.991621017456
632	653.53845	450.23526	985.0	-41.0	339.92307	219.9083	41.22475	234.94365	104.97919	3165000	3.5953523e-08	60433.17	-0.0029035723	-14003.801	0.17993371	0.03551316	0.0484	7.0	1710.4924359321594
633	777.65216	316.0533	985.0	-1.0	213.95653	170.22746	0.0	170.22746	170.22746	3170000	3.538847e-07	77834.1	-0.0022064825	-274.15625	0.03979061	0.019803077	0.0658	75.0	1713.4596199989319
634	716.1667	439.387	995.0	-330.0	260.94446	177.0678	25.497036	183.03502	67.809135	3175000	-7.772446e-08	64097.754	0.0052807257	-5685.383	0.24684417	0.037858058	0.1378	11.0	1715.9686880111694
