Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
386	765.2381	437.20148	997.0	-457.0	191.4762	194.20512	0.66763145	194.21814	148.64154	1935000	3.1385423e-07	78534.42	0.045663245	-7471.578	0.21670562	0.34387705	0.2068	1.0	1050.8592638969421
387	765.8889	347.90082	997.0	-9.0	222.66667	130.5535	47.28293	152.76462	29.84248	1940000	7.638931e-08	60117.652	0.016808135	-609.8203	0.04801731	0.04342666	0.0234	2.0	1053.23854470253
388	866.6667	244.69164	999.0	-16.0	121.05556	153.48924	30.310974	160.23618	12.469229	1945000	1.2302398e-07	102406.17	0.05232303	-9130.789	0.25927648	0.60957235	0.2964	1.0	1055.7185111045837
389	605.2857	576.6989	985.0	-419.0	309.85715	196.31262	3.052673e-05	196.31265	196.31256	1950000	-1.0662079e-07	63842.61	0.0071020294	-18880.453	0.33578768	0.02708797	0.1744	1.0	1058.05415391922
390	827.6875	331.41916	997.0	-446.0	152.6875	99.54931	2.2099307	99.61895	24.257614	1955000	2.861023e-10	100114.67	0.0006325102	-1472.9844	0.16912596	0.0025695374	0.023	1.0	1061.3206079006195
391	718.5	464.42294	999.0	-465.0	239.0	107.78295	7.6293945e-06	107.78294	107.78294	1960000	1.1115074e-07	62313.082	0.017741764	-5.640625	0.25520024	0.12089866	0.262	1.0	1063.6489441394806
392	850.65717	267.69952	996.0	-1.0	136.31429	107.56605	2.2888184e-05	107.56607	107.56607	1965000	1.1329651e-07	122049.42	0.018115548	-2988.914	0.19694486	0.09287874	0.0986	1.0	1066.1125040054321
393	888.70215	219.36536	995.0	-153.0	103.702126	119.03761	1.5258789e-05	119.03763	119.03763	1970000	4.196167e-09	166589.28	0.015783507	-38766.047	0.32113338	0.07040026	0.0758	2.0	1068.608474969864
394	863.9429	267.8921	993.0	-4.0	132.71428	232.60934	1.5258789e-05	232.60936	232.60936	1975000	-1.4147759e-07	98887.54	-0.004740751	1.71875	0.067069896	0.031273775	0.0234	8.0	1071.2681200504303
395	774.75	452.11014	988.0	-426.0	170.54167	233.48402	5.2857996e-07	233.48402	233.48401	1980000	-6.9618227e-09	100438.234	0.0031871148	-1147.2422	0.69220644	0.034450386	0.0948	4.0	1073.6252369880676
396	604.5	497.28723	998.0	-313.0	362.91666	227.40555	3.0517578e-05	227.40558	227.40558	1985000	6.337166e-08	57986.285	0.005474877	-3575.8008	0.24332789	0.035137072	0.1438	2.0	1075.9676039218903
397	662.35297	520.7189	994.0	-436.0	273.7647	216.8426	5.6271633e-06	216.8426	216.84258	1990000	-4.7492982e-08	73921.33	0.0027611102	-2080.6719	0.4829911	0.026815576	0.1372	6.0	1078.4572520256042
398	662.64703	465.31128	996.0	-254.0	293.58823	208.5405	0.0	208.5405	208.5405	1995000	2.4604798e-08	67133.01	0.0306925	-14922.652	0.27648982	1.2152497	0.4542	4.0	1080.940570116043
399	807.375	350.90332	997.0	-262.0	178.25	111.0992	13.820861	130.38898	96.87849	2000000	1.642704e-07	76454.39	0.07019528	-3562.8594	0.31850103	0.49994415	0.2056	1.0	1083.417722940445
400	771.5455	393.93607	995.0	-354.0	197.45454	155.1957	40.20873	191.14093	101.913475	2005000	-1.039505e-08	72679.06	0.027235333	-4330.5547	0.3502813	0.16565505	0.0932	1.0	1086.6187167167664
401	728.25	417.46448	991.0	-201.0	248.2	133.57976	36.366795	166.12495	78.2955	2010000	2.1467208e-07	65892.516	0.015427061	-2977.918	0.30488026	0.147651	0.1358	1.0	1089.0639526844025
402	857.2121	283.33218	999.0	-24.0	136.57576	162.5141	44.484188	192.42781	0.58768606	2015000	-1.6307832e-08	91566.36	0.0063355784	-5046.961	0.10735226	0.039525077	0.0396	2.0	1091.609039068222
403	823.92	336.88538	989.0	-147.0	164.2	217.60977	29.002104	223.65395	18.739317	2020000	-1.1157989e-08	87520.195	0.01350129	-4787.7812	0.2269138	0.02804977	0.072	2.0	1094.046089887619
404	827.6	290.65955	989.0	-12.0	166.33333	155.6584	15.418198	158.12442	12.416119	2025000	3.4713747e-08	92479.4	0.005213852	-3259.6953	0.12855625	0.014529642	0.0408	3.0	1096.4310777187347
405	834.2162	346.39917	999.0	-344.0	134.83784	198.41748	52.471054	214.21173	15.394481	2030000	-3.402233e-08	109080.7	0.06988108	-32668.156	0.38227344	0.46051845	0.4266	1.0	1098.9454939365387
406	765.3333	396.56613	999.0	-164.0	224.80952	239.60284	59.957573	257.30542	25.918186	2035000	6.408691e-08	83982.85	0.008434721	-16042.805	0.20580542	0.057568938	0.223	1.0	1101.4498279094696
407	696.2778	438.86404	994.0	-372.0	277.5	154.1479	61.0308	195.85542	19.838161	2040000	9.584427e-09	53488.273	-0.00073227874	-16038.988	0.15080243	0.020118209	0.087	5.0	1103.9132828712463
408	774.087	361.08737	995.0	-88.0	215.30435	137.35538	84.98723	194.52614	7.2019176	2045000	2.2244453e-08	83602.125	-0.005060799	-15236.023	0.23151205	0.017900266	0.0532	17.0	1106.777096748352
409	765.9545	386.2521	995.0	-142.0	223.95454	181.91281	2.9932022	182.13849	139.12614	2050000	4.1294097e-08	66017.484	-0.0075995545	-1441.4336	0.15958263	0.0005042768	0.0174	79.0	1110.1480078697205
410	885.9231	213.95187	989.0	-6.0	109.64103	168.7286	16.910833	171.12929	18.555847	2055000	1.4438629e-07	118179.01	-0.006777217	-1627.2734	0.09505447	0.018866222	0.0286	13.0	1113.6432948112488
411	827.65515	333.09894	999.0	-7.0	170.24138	177.60733	0.07283501	177.61009	175.53854	2060000	1.994133e-07	83228.016	-0.0047356086	-44.234375	0.038556397	0.07755636	0.2032	9.0	1116.4668431282043
412	770.55	353.06818	993.0	-78.0	218.1	176.58163	1.8968527	176.69946	142.32205	2065000	2.784729e-08	63628.594	-0.010638521	-244.9375	0.1833406	0.03839351	0.0398	15.0	1119.0730097293854
413	857.80554	262.99554	998.0	-3.0	138.80556	173.9181	0.021813216	173.92	173.59454	2070000	1.8572807e-07	108175.38	-0.013062173	-767.6094	0.06470038	0.021230862	0.0278	51.0	1121.8280827999115
414	862.9375	252.32083	999.0	-164.0	127.3125	178.84952	0.19824882	178.88623	177.57582	2075000	-1.2102127e-07	102305.68	-0.009875766	-2570.1172	0.16396368	0.025110586	0.0304	13.0	1124.4020500183105
415	812.0769	361.80847	986.0	-362.0	167.76923	204.47864	0.066740476	204.4837	203.35577	2080000	-2.4318695e-07	85858.91	-0.00016856688	-257.28125	0.19600886	0.0032116466	0.0274	2.0	1126.8793079853058
416	787.25	344.90582	999.0	-70.0	202.125	201.64838	0.0050261403	201.6485	201.40665	2085000	-4.529953e-10	73713.57	-0.00036146346	-387.57812	0.1543245	0.0012814547	0.0176	4.0	1129.3885209560394
417	715.8095	462.75394	990.0	-416.0	237.38095	197.74976	3.0517578e-05	197.74973	197.74973	2090000	-1.0156631e-08	81398.02	-0.0009174503	-658.6328	0.43337095	0.0065021208	0.0704	1.0	1131.872769832611
418	565.0833	502.0905	977.0	-460.0	390.58334	192.65726	0.18569969	192.69177	191.64883	2095000	-7.2288515e-08	53624.613	-0.006224654	-8789.836	0.07724031	0.013174339	0.0466	79.0	1134.6777987480164
419	780.5714	388.51483	999.0	-411.0	196.57143	143.93361	0.014756746	144.27502	143.89017	2100000	1.0538101e-07	70065.42	-0.0059577934	-126.078125	0.19169128	0.0033090427	0.0208	79.0	1137.6687989234924
420	831.26666	310.95078	998.0	-203.0	156.63333	141.29674	0.33616585	141.46526	140.61504	2105000	-8.7118146e-08	100280.016	-0.009198855	-1250.6875	0.18396369	0.007323297	0.0486	79.0	1141.58261179924
421	715.1579	447.65756	996.0	-459.0	251.26315	144.3664	0.4332797	144.37332	113.898964	2110000	8.4233285e-08	60752.805	-0.005412598	-1606.2695	0.1125407	0.019779842	0.0906	13.0	1143.9933178424835
422	577.5833	548.731	991.0	-428.0	360.08334	120.02698	4.862928	120.25816	-9.138735	2115000	4.3582915e-08	40017.695	-0.0028400419	-1066.1406	0.37612557	0.026857309	0.1592	10.0	1146.3800230026245
423	807.5185	356.34415	995.0	-67.0	184.18518	88.7916	47.78458	114.43323	-14.152206	2120000	-3.4618377e-08	82239.13	-0.0014794834	-2408.5703	0.20385441	0.016136616	0.0608	6.0	1148.8047008514404
424	644.6429	465.94016	998.0	-295.0	329.42856	94.873184	44.18461	118.05928	-17.744614	2125000	1.0490417e-08	39865.23	0.024051627	-4194.215	0.24718775	0.2624036	0.1702	3.0	1151.1490380764008
425	694.2778	416.39	981.0	-159.0	262.94446	95.91463	48.8695	119.02001	-16.594479	2130000	-2.8038025e-08	60556.55	-0.0012892255	-1838.0117	0.30783463	0.020404803	0.07	6.0	1153.4664249420166
426	799.2759	349.84204	997.0	-411.0	172.31035	100.40486	42.11586	120.15967	6.896337	2135000	5.7840346e-08	105729.79	-0.0056179767	-3652.6172	0.25168115	0.011905048	0.0462	28.0	1155.9941329956055
427	723.8125	376.06137	999.0	-32.0	265.8125	108.001274	45.50768	128.19017	-10.261146	2140000	-2.2888185e-09	43020.523	0.0013120117	-430.84766	0.23592252	0.02423508	0.102	8.0	1158.430452823639
428	821.1111	318.14886	992.0	-164.0	165.14815	94.108665	56.146408	127.34264	-10.455608	2145000	-3.7181377e-07	83560.36	0.011790008	-3213.5703	0.24988477	0.04764412	0.2542	2.0	1160.833615064621
429	812.73334	373.8252	999.0	-382.0	154.4	142.05756	15.662156	145.54019	30.095892	2150000	9.155274e-09	101046.375	0.034705374	-2696.164	0.39015445	0.11415649	0.3102	6.0	1163.2279839515686
430	386.44446	532.2005	978.0	-238.0	551.0	117.63418	43.554596	150.76938	-2.4424605	2155000	1.0585785e-08	24514.717	0.006111381	-10471.336	0.29955673	0.34069875	0.3006	1.0	1166.437183856964
431	818.1786	338.6918	999.0	-409.0	154.57143	32.062153	18.203102	41.101536	-6.140321	2160000	1.7166137e-09	97040.82	0.0039371676	-16180.805	0.24383892	0.013971018	0.1016	1.0	1168.8312618732452
432	644.7143	458.55136	997.0	-233.0	331.0	120.9621	48.59786	147.77766	26.826721	2165000	1.0085106e-07	40880.027	-0.00089425745	-1899.4531	0.2021554	0.01928218	0.0586	9.0	1171.1525118350983
433	806.3913	357.81335	999.0	-158.0	177.04347	98.36769	35.390205	114.076096	9.186373	2170000	-4.901886e-08	69409.76	0.002535147	-2301.039	0.36282003	0.033915542	0.15	10.0	1173.5055317878723
434	753.6	406.23962	999.0	-358.0	221.7	134.7022	14.073477	137.46114	15.132513	2175000	-1.0375977e-07	60241.957	-0.0012982811	-1777.6562	0.18046074	0.005884442	0.0376	10.0	1175.8922319412231
435	821.8571	299.7443	999.0	-7.0	170.21428	118.2733	9.326421	120.29721	74.517944	2180000	3.1471252e-08	91003.13	0.007883578	-4729.008	0.15579073	0.04017605	0.217	9.0	1178.4305157661438
436	728.3684	391.19012	992.0	-385.0	239.89473	166.33739	10.680732	168.13184	53.304913	2185000	1.783371e-08	65330.535	-0.002816671	-6738.1914	0.19940798	0.010128047	0.0444	8.0	1180.999324798584
437	774.875	395.2006	991.0	-361.0	206.70833	130.28023	54.107323	168.02284	21.706543	2190000	-7.796287e-08	70257.266	-0.000436111	-2998.3906	0.16937625	0.019618543	0.1154	10.0	1183.5703930854797
438	763.0	402.7595	990.0	-366.0	216.39131	166.35466	21.188015	169.74168	8.44113	2195000	3.4942627e-07	78151.24	-0.004515882	-2998.9219	0.16068628	0.0341444	0.2056	5.0	1186.0403189659119
439	832.46155	303.7579	988.0	-225.0	155.8077	119.0918	39.113445	135.19672	17.70651	2200000	-2.7275087e-07	93127.58	-0.007885313	-3812.4453	0.17609003	0.051653296	0.087	5.0	1188.515811920166
440	715.2222	397.16992	999.0	-40.0	275.33334	137.12257	31.725107	153.46135	74.953156	2205000	1.27792354e-08	53179.387	-0.0004322998	-836.1875	0.11799985	0.006044872	0.0262	5.0	1191.992003917694
441	729.4211	393.60538	997.0	-65.0	262.5263	115.85282	41.37212	137.5184	29.223064	2210000	-1.4247894e-07	56660.363	-0.0061505972	-4502.4844	0.082999185	0.009029658	0.033	79.0	1194.8934829235077
442	845.51514	275.81406	999.0	-4.0	149.72728	144.58093	42.66416	161.7182	37.9958	2215000	-6.177425e-08	106594.87	-0.0070375875	-12759.0625	0.076534055	0.0032687976	0.0258	79.0	1197.89244389534
443	745.2632	395.1924	987.0	-39.0	249.0	211.2128	0.2666056	211.26839	209.9196	2220000	2.0217895e-07	68738.164	-0.0026198826	-1615.7344	0.09105263	0.019658092	0.0298	21.0	1200.4424018859863
444	288.0	480.74527	963.0	-177.0	677.5	201.56493	1.0007501	202.09787	199.449	2225000	-1.9073486e-10	40481.305	-0.0022276612	-28690.316	0.15153429	0.027340064	0.0614	26.0	1203.0589549541473
445	672.41174	462.79788	999.0	-337.0	292.2353	73.315384	14.380282	81.009094	44.944126	2230000	-1.7895698e-07	45384.47	-0.0031577917	-484.23047	0.1681995	0.015840478	0.0604	9.0	1205.4635858535767
446	851.19446	306.07587	997.0	-314.0	132.38889	72.80341	15.591995	78.23438	23.546505	2235000	-2.2888184e-08	119347.05	-0.0054499367	-4424.0625	0.21883565	0.00896124	0.0542	72.0	1208.3628718852997
447	606.4286	552.38074	975.0	-831.0	329.0	82.414566	16.41774	90.5842	49.099068	2240000	2.1367073e-07	51993.684	0.0042674704	-173.78516	0.11392608	0.030172544	0.0572	3.0	1210.8554029464722
448	800.3077	367.84213	997.0	-200.0	188.57692	89.48733	5.844738	90.71099	61.122704	2245000	7.726193e-07	83764.3	-0.0056581995	-987.8203	0.1814213	0.019216489	0.05	25.0	1213.4142870903015
449	827.82355	321.83047	998.0	-450.0	144.97058	85.15907	17.76816	95.12292	53.35596	2250000	2.0594597e-07	119922.51	-0.0062100897	-11267.8125	0.17398152	0.019689621	0.0538	13.0	1215.9280407428741
450	630.93335	541.2269	989.0	-450.0	299.86667	140.1299	15.348822	149.62804	99.90994	2255000	-9.727478e-09	56053.02	0.0069965324	-5272.5703	0.2990703	0.15571864	0.0938	3.0	1219.332633972168
451	818.48	307.1077	999.0	-3.0	178.04	83.96329	14.569007	92.33858	57.67931	2260000	-3.6239625e-09	86902.9	-0.008574694	-11055.805	0.075311944	0.018813146	0.0246	26.0	1221.9651279449463
452	781.5417	430.16724	997.0	-486.0	175.58333	184.51848	2.44676	184.63776	130.65237	2265000	-1.2378693e-07	83035.52	-0.007328327	-3418.3203	0.12932836	0.11236604	0.22	13.0	1224.500823020935
453	762.1739	388.6386	996.0	-392.0	215.56522	128.86497	19.04539	140.51825	62.49619	2270000	4.7683715e-09	74008.03	0.0004613021	-3488.2969	0.15345092	0.021855498	0.0706	2.0	1226.9403607845306
454	607.2308	513.9554	995.0	-462.0	347.07693	139.92691	8.174629	140.8777	69.15296	2275000	1.9693374e-08	49836.37	-0.0016162911	-5022.629	0.20236038	0.01752862	0.0542	17.0	1229.5209348201752
455	696.5	422.91635	991.0	-5.0	300.7857	66.58221	3.663184	68.41726	59.20715	2280000	-3.218651e-09	38926.746	0.0018509327	-19.171875	0.22094852	0.026144577	0.1622	13.0	1231.9684720039368
456	744.0	416.5763	995.0	-378.0	234.14285	69.17383	1.9446133	69.52971	58.428757	2285000	-2.9182434e-08	73103.59	-0.0011100087	-1928.3906	0.16848853	0.0077451738	0.079	9.0	1234.4313960075378
457	819.3571	304.85712	997.0	-6.0	173.57143	95.04911	3.4149222	96.22053	78.50824	2290000	7.90596e-08	91115.47	-0.008220353	-9115.766	0.09480937	0.01993162	0.0468	60.0	1237.2341878414154
458	832.4194	306.45822	999.0	-190.0	156.3871	150.80846	11.684044	152.82431	82.79843	2295000	-1.09624864e-07	93264.55	-0.006664248	-2271.6797	0.17936534	0.009045697	0.037	79.0	1240.2582218647003
459	803.0	307.04868	989.0	-14.0	191.88	169.58958	3.228788	169.9013	135.89334	2300000	-1.340866e-07	81010.19	-0.008982016	-600.21875	0.08947028	0.005019976	0.028	79.0	1243.198105096817
460	847.4839	321.9011	999.0	-335.0	137.67741	184.05428	5.2246227	184.42102	90.36036	2305000	2.412796e-08	91253.12	-0.001521987	-6863.0312	0.16201262	0.011837935	0.0582	12.0	1246.6636610031128
461	770.73914	407.1717	999.0	-399.0	211.0	183.18277	37.414413	194.75975	40.72416	2310000	7.648468e-08	81647.31	-0.0026261245	-6979.742	0.10333523	0.018921167	0.0226	8.0	1249.1587958335876
462	816.24	335.65762	997.0	-35.0	175.52	189.08156	0.629091	189.1356	181.65506	2315000	-1.8310547e-07	76190.76	-0.0014996789	-671.41406	0.19202895	0.018272623	0.0714	3.0	1251.8067388534546
463	868.0263	257.83322	995.0	-7.0	130.36842	183.18147	0.5765261	183.52167	182.02869	2320000	2.0885467e-07	115249.02	0.017802369	-4795.2734	0.1672283	0.062371064	0.1794	3.0	1254.2566277980804
464	765.4737	365.63376	999.0	-104.0	215.57895	188.08908	11.303199	190.35738	93.61387	2325000	-1.07860565e-07	62069.453	-0.008145835	-2437.621	0.16603267	0.013066053	0.043	79.0	1257.1885800361633
465	900.2692	184.3981	999.0	0.0	96.09615	166.70612	15.173168	172.4323	89.52929	2330000	-5.5885316e-08	157693.56	-0.0087332055	-10497.125	0.105237424	0.0037083107	0.0332	79.0	1260.3444740772247
466	842.03705	261.33453	999.0	0.0	149.22223	191.747	0.2811538	194.70132	191.71948	2335000	-1.07574465e-07	84615.45	-0.007290229	56.0	0.19898897	0.015113022	0.0402	39.0	1263.0617458820343
467	807.2222	374.24542	997.0	-368.0	161.92592	197.1699	0.2982629	197.3052	195.3209	2340000	7.05719e-09	89797.8	-0.003858333	-252.57812	0.39405414	0.023598649	0.126	10.0	1265.5402557849884
468	752.1905	363.95483	999.0	-32.0	232.04762	195.59648	0.5803678	195.90402	194.4897	2345000	-2.4485587e-07	68868.055	0.008186961	-954.03125	0.16276824	0.058295637	0.125	3.0	1267.964251756668
469	735.8421	408.72812	987.0	-188.0	250.3158	188.73499	6.1207747	191.94275	173.96272	2350000	6.585121e-08	65174.875	-0.005125294	-8880.91	0.11756323	0.024502167	0.0336	14.0	1270.4862399101257
470	811.04346	317.103	984.0	-5.0	184.34782	164.48451	15.225342	183.75606	105.749435	2355000	1.4190674e-07	80905.02	0.0013272145	-9437.914	0.109880276	0.0059203315	0.0278	3.0	1273.989548921585
471	775.3182	367.04834	996.0	-1.0	222.27272	205.12427	19.404066	209.65817	45.747185	2360000	4.835129e-08	71489.46	-0.009016342	-11183.613	0.027130194	0.019679626	0.0132	71.0	1276.8543620109558
472	837.57574	273.48636	993.0	-206.0	150.57576	143.42885	57.88123	185.50146	39.52361	2365000	2.002716e-08	103239.32	0.0016891119	-11061.742	0.20250621	0.014055737	0.0874	5.0	1279.2731709480286
473	814.5185	313.25168	994.0	-7.0	183.37038	166.93033	41.530552	217.36185	31.673939	2370000	-5.722046e-10	71999.555	-0.0008366724	-7234.2344	0.083597615	0.038729277	0.0382	3.0	1281.6951189041138
474	679.5294	453.0911	993.0	-241.0	287.05884	209.17116	25.550135	214.81567	87.43921	2375000	-5.9700014e-08	65336.12	0.018289158	-14655.422	0.28404805	0.118666306	0.2782	2.0	1284.1160938739777
475	801.38464	346.66388	998.0	-281.0	184.23077	137.59576	40.62524	161.67302	68.782974	2380000	8.096695e-08	72763.95	6.743603e-05	-836.5469	0.1806165	0.019987123	0.0536	8.0	1286.5821249485016
476	837.96155	293.6981	997.0	-41.0	159.42308	141.11246	53.931847	182.66508	59.24331	2385000	2.2449494e-07	78661.53	9.840751e-05	-2416.8672	0.10233045	0.025214277	0.1246	7.0	1289.1167678833008
477	606.4545	462.86407	999.0	-11.0	390.27274	173.80978	47.844803	197.73961	77.99526	2390000	2.240181e-07	42413.13	-0.005089761	-13350.357	0.04157319	0.000313688	0.011	79.0	1292.1298968791962
478	881.8333	257.21158	991.0	-73.0	114.42857	61.794624	3.2850451	64.59491	57.110268	2395000	1.9927025e-07	154236.14	-0.0045448877	-38607.727	0.15790127	0.016220933	0.0358	7.0	1294.6623830795288
479	820.30304	371.22617	996.0	-838.0	151.30302	161.0251	39.59544	182.65445	86.0702	2400000	1.689911e-07	105177.04	-0.0025679707	-7426.039	0.11357561	0.023807578	0.103	5.0	1297.2058427333832
480	680.5333	472.83804	999.0	-362.0	293.26666	224.45116	0.0	224.45116	224.45116	2405000	2.5854112e-07	65842.52	0.0035035738	-15475.266	0.24657129	0.0084776515	0.1264	6.0	1300.9075167179108
481	827.6429	329.07666	999.0	-300.0	160.28572	156.8768	2.1619966	156.96881	73.495285	2410000	-9.689331e-08	88551.07	-0.0023152889	-157.50781	0.13286868	0.01619634	0.063	13.0	1303.542555809021
482	916.8039	163.16214	999.0	-2.0	78.882355	157.4817	9.110768	158.42993	60.25325	2415000	-6.7710877e-09	132715.06	-0.0070639304	-3179.7422	0.10288137	0.02376026	0.0536	37.0	1306.3769888877869
483	772.5909	376.6702	992.0	-72.0	220.13637	167.63867	0.0	167.63867	167.63867	2420000	-5.4836274e-08	66634.78	-0.0036179977	-158.84375	0.10110864	0.05288445	0.2294	18.0	1308.9491338729858
484	769.8182	392.2953	992.0	-214.0	219.18182	165.82974	1.5258789e-05	165.82976	165.82976	2425000	-4.1007997e-08	69340.38	0.0036984084	-282.2422	0.103738755	0.043404505	0.0862	18.0	1311.476245880127
485	787.84	380.28525	998.0	-293.0	199.08	162.6382	1.5258789e-05	162.63821	162.63821	2430000	4.785538e-07	79438.21	0.00023893538	-63.890625	0.12106803	0.011191374	0.0698	37.0	1314.1112370491028
486	611.3077	471.35342	998.0	-249.0	360.07693	160.99545	1.5258789e-05	160.99544	160.99544	2435000	9.727478e-08	46013.285	0.0002904987	-886.5781	0.30032378	0.0341196	0.0376	3.0	1316.5791189670563
487	735.6	432.54068	999.0	-239.0	238.1	155.4316	1.5258789e-05	155.43158	155.43158	2440000	1.6593933e-07	64856.23	0.0032110764	-358.8789	0.23069112	0.024855493	0.0876	11.0	1319.136517047882
488	841.1613	338.0139	999.0	-272.0	139.70967	151.41544	1.5258789e-05	151.41545	151.41545	2445000	-2.0599366e-08	94798.29	-0.00027975673	-85.30469	0.2771223	0.01178459	0.0674	5.0	1321.70703291893
489	802.24	357.1784	995.0	-39.0	194.32	153.0915	0.24049872	153.09984	145.61433	2450000	-3.8146972e-08	74379.66	-0.0052442444	-43.882812	0.20646097	0.01747095	0.2284	44.0	1324.458298921585
490	858.6389	264.51993	989.0	-17.0	137.77777	151.66577	4.701453	152.01291	87.37595	2455000	-2.8953554e-07	115684.62	-0.0048941686	-1463.4609	0.25246614	0.018581893	0.231	11.0	1328.2089977264404
491	695.64703	476.15417	992.0	-331.0	267.41177	159.12842	3.0517578e-05	159.12845	159.12845	2460000	8.335113e-08	60597.004	-0.0007818638	-624.2031	0.22454192	0.00313478	0.0542	4.0	1330.7230887413025
